song_id,song_length,genre_ids,artist_name,composer,lyricist,language
glPxkoQIv/Sz97nstOHy2QCa27GPQ8/XH9XjLgMrpoI=,230191,465,çœŸå–„ç¾Žåœ‹èªžç²¾é¸,,,3
a/O8IwgIa4ZUhW9rgM+afN5+bt2Ifzj1dlfMxl86buw=,254072,465,Kenny Rogers,Steve Gibb,,52
kKITUUXvH6PhKlZL9nEE8aZV3hCZDW3NEdXxaXr6rBM=,147029,465|2122,Anita O'Day,Allie Wrubel| Herbert Magidson,,52
nVyi9+kni8BjsFUzYcuaP5if36Io7dXFNP5xBMEn1LA=,267911,465,åŠ‰è‹¥è‹± (Rene Liu),å…‰è‰¯,ç‘žæ¥­,3
+8kn+4j2ZiJ3VwCxUgu+/+v9psuoEhy2GZAtdwxeOBc=,214308,465,é™³ç¿”,é™³ç¿”,è—å°é‚ª,3
XsNBGFisHZdGhtAntFNJ5LmZeLyvlkfHo8cFmO230S8=,255791,437,Hiro Shimono (ä¸‹é‡Ž ç´˜),å…‰å¢—ãƒã‚¸ãƒ¡,RUCCA,17
gzcdBKy0eFQIXxEfbhIXn8fo6tuAN1Afz9F6zfeul48=,162725,1259,Clips X Ahoy,Ronald Villamizar,,52
u1UApNl3NJNHBO4W3z2EUiGIFNNP/kx2JYWzAQ1/M+o=,138948,465,Sade,Stuart Matthewman| Helen Adu| Andrew Hale| Paul Denman,Stuart Matthewman| Helen Adu| Andrew Hale| Paul Denman,52
mQuEtQ8zSOAibu4BlI+Zb7tvfad3+biuxu3P/aN86gU=,278894,465,Sting,Sting,,52
4D2l/JrGeNXlNaH21Y9NQJ7vW1gnqQLhpbBg6UFX8B0=,215040,2130,John Lee Hooker,John Lee Hooker,,-1
Ywst9MB+eEseCPwZ5V9/3ZiIlwPKKRZIU8sNWv0Zzwk=,138344,786|726,å¹¼å…’å•Ÿè’™æˆé•·ç³»åˆ—,Chopin,,-1
0irHQRMniO6d4HCqzdICU8FQSrKbte/OwGdC9f1bv7U=,292521,388,Kundalini Yoga Music & Om Yoga Chant New Age & Yoga Workout Music in Mind,sacchetto giuliano,,-1
excqkBA1HSrIqMMHaF8oq5mq0ha86bPombkz+4KYyXk=,224448,465,Andi Young,ANDI Young,ANDI Young,52
Ex4pG2yNtdLOd6Iq33xeI+iivDUZVeRTE/V1BDFw3Dw=,291828,465,Tokio Hotel,,,52
YKN1Nc7b0ttxL8U7pIostkDORpbzIeP1oh1xyl90wR4=,276793,465,E-girls,Steven Lee,å°ç«¹æ­£äºº,17
m0j1xUCUXhaFD/dLRlgHfK0AZLpL+HwFk/oW1mMkSwM=,198948,465,Shawn Mendes,Shawn Mendes| Scott Harris| Geoffrey Warburton,,52
XqjIZxL8AZ1pm+mvKf7sZMj4vNKMK3b4IPJm8pf++SM=,330745,2122,Jazz For Lovers,,,-1
bAbJzQdDTFsIvOWFcYwHoy3DRhkDjOnf5PiUw3dNVz0=,247118,1259,Primary,ìµœë™í›ˆ,,31
nMZvUOITZjwev9rhtYNwk+3p7JjEW00bROtstbUE7mA=,219324,1609,Craig David,Craig David| Tre Jean-Marie| Aaron Williams,Craig David| Tre Jean-Marie| Aaron Williams,52
TLMILRNMcbIakHEXpNE0ucP6UgldmmvPWJOfO8MiyXY=,279405,465,å§œä½‘æ¾¤,å§œä½‘æ¾¤,å§œä½‘æ¾¤,3
0t7npsQfpqNGeme+O9t9oiBRFghdx0lIYqwm427q8Mk=,249260,1259,Wiz Khalifa,,,52
2bui7gKq8MmM9B3amNZUVueB80HiY06i8mWD65v5Ac8=,216372,359,HUNTAR,,,52
OX9qizsYw+9fzR12eCI/OUyfKqnTzTdViBSo1fghVa0=,303763,2122,çˆµå£«æ¼”å¥è¼¯,,,-1
zdbH7vtMRzv9AKmSZ3TRIua5RJMxsE+RQuItrzvbm9I=,227370,465,Yuna,Chad Hugo| Yuna Zarai,,-1
Q22gC3PRsLoveVTMjpIVG30H/KfgBFgi2uF+Q4JX8tM=,521496,958,Jean-Bernard Pommier,Ludwig van Beethoven,,-1
BOaCdhDdl3S5vWkRVmuMukjG6U0oKOdGXylbNnz3pww=,213237,465,é„­æ™ºåŒ–,Zheng Zhi-Hua,Zheng Zhi-Hua,3
ntG6Y92y8xdR12rwL9ZfAMG+r0aHJvWEpNYFqlG+Tb0=,188891,465,Peg Parnevik,Peg Parnevik| Erik Lewander| Josefin Glenmark Brenam,Peg Parnevik| Erik Lewander| Josefin Glenmark Brenam,52
kwVxvQ008G32r7ei4lTyzASjz/14msq/LkgUiCcngHE=,137880,465,è”¡å¹¸å¨Ÿ (Delphine Tsai),,,3
1kCHqV91gB0HTAR0Ya2faKRX3F03RGrNUNS+IxmN0bU=,220636,1609,Pub Night Fever Song,,,-1
TWK5V+WynP1SdBabJARmJVxsPzMHBxemv1v757L5r+4=,243905,465,ç¾¤æ˜Ÿ (Remix 101),Huang Pin Yuan,Huang Yu Qi,3
Huu2seJRjjLcnUydGXiKgQ6srVt13svJeDLp6ZNzaqc=,175264,921,65daysofstatic,65daysofstatic,,52
ywrvlSsDyNJeNkXjxum/27rDXk6mwuz4zUMJB9lQJdY=,315699,1259,Souls Of Mischief,,,52
bizWKQA4cJyzZmS1A2V3DVNH/fKVyIsagIy6bgNlKAo=,169544,465,Miley Cyrus,Miley Cyrus| Mike L. Williams II| Marquell Middlebrooks| Sean Garrett,Miley Cyrus| Mike L. Williams II| Marquell Middlebrooks| Sean Garrett,52
9gCRfAASPeavFp3HVInCn/QyIQWYoXEL6LvFF5CUUJY=,197601,2022,Ellegarden,,,52
TAE1stSYRUFyGmKsiTHET1LEmt8pekIAy+V0P5scy+U=,174312,465,Greyson Chance,Greyson Chance| Toby Gad| Lindy Robbins,,52
TA/F0NnhimpuJrq4iZSrbvM8v0sIT2kkfSAPKDlIHX4=,200202,465|430,Tyler Ward,Tyler Ward,,52
RO3izVh3nZR4np0fwzRhzgcFe69/TLcWt3/T1gXjZuA=,258882,1138,Filippa Giordano,Alvaro Carrillo,Alvaro Carrillo,-1
FF5CLJhb+z9fIptJ/T7XofQRd3WwJ3wuXXs/1TIcl8Y=,1199148,474,å››è‘‰éˆ´è˜­,,,-1
nhpYzUWS53FQqxFVyhs8z6IbZoMwxTpNIYuNdRyRqNQ=,133015,786|958,ç™¼æ¢éŸ³æ¨‚å»³,,,-1
tCqxjc4TY5K26hZ0unCKBNkItUnvwXy20Wt9MALr6Ko=,279196,2122,Bossa Nova Guitar Smooth Jazz Piano Club,Neuromancer,,-1
UqgTrl42Y0Mtsi1/Xd8qkku03xXvbW3RDlkXtpBGRcE=,193562,,Various Artists,,,-1
BNj9+3z8XR4O+6SyVcz+6+uFkLnaTnB/5acf12/pGBc=,114428,2122,Dave McKenna,,,-1
jIzNWeUI2NpXjVpql9hL/A6ZPCDXQmeb8QaBvrHvsf4=,181394,465|2022|958,David Garrett,Klaus Badelt| Hans Zimmer,,52
FEuDNZ43kLu01MVcSAh6XOQ0Ev0NkgrziUBrXjKorVk=,260806,444,JUN. K,Jun.k,,52
/SXvG61VwigUuZsxM93pVKPU3IqB47y0XgAvc47R+Zo=,248084,465,å·«å•Ÿè³¢ (Eric Moo),Wu Qi Xian,Liu De Hua,3
Wc44l7ZbddFkBN4E1q6cU3T1l4MRQH2MpAxWy3Q2Wqw=,334211,940,Academia de MÃºsica del SueÃ±o,Neuromancer,,-1
BB2NErP45xs/d8jkkfZPbFuGjuCDEZ3v4xxrrhPlnNc=,216920,139,Ciara,,,52
gpuxjt7oV7u42MolaKoNd+YfFO04pQz0XsKD0wBwBIs=,314159,458,æŽçŽŸ (CoCo Lee),å³æ—­æ–‡,å§šè‹¥é¾,3
bAn2CHv8JSoojOG8vvnDNSECWQsr9rOkLhaIQicpTbY=,233221,465,Girls' Generation (å°‘å¥³æ™‚ä»£),Seong-Je Hwang,,52
h2cIFuRQyGSsmLzxVzj7V+LcD4M5ZYQ7i2M8tx4a4cY=,255268,465,é™³ç¶ºè²ž (Cheer Chen),é™³ç¶ºè²ž,é™³ç¶ºè²ž,3
40srjOd4nDLKL3x2sBLaGv3jkwkOEpL2fXxP9IAtkFc=,240326,921,Que Sera Sera,,,31
x5kdazbI01brwI9foymQ9GMcZn2YM+cHu17lUOc/3D4=,215980,437,Mone Kamishiraishi (ä¸Šç™½çŸ³èŒéŸ³),Claude-Michel Schonberg,Alain Bounbil|Jean-Marc Natel|Herbert Kretzmer|Trevor Nunn|John Caird,17
htaLqj6Z1NcStaqcxG/zeLG5jzgUZPBi/b/+wLTvyOo=,115879,,Bossa Nova,,,52
8Q7MCgDYnoWTLGa5JpzHXsx4+auguwuEIW3vqUbHB8M=,971104,545,å³å…†å—+é­é¾è±ª,,,-1
KgpIR2lPr20g2kzylGr9iJWISXfYE5eG1rlSVdHfmvw=,227323,465,é™³å¥•è¿… (Eason Chan),,,24
Kl+0q3lSQCXUOw/jdoBxJR/64aCO4Oat/eD6z3M4MNo=,213629,437,B.A.P,,,17
iQ2+UztKSPqGUjtVoohD/jnhjr78x7/45WKR9FKvH6U=,268355,1955,Mr. Big,,,52
4OJjNd7dJqSMP9fWQHyFK7yPusZfo/PU3WLTimlHocU=,257567,465,AKB48,Ito Shintaro,Akimoto Yasushi,17
A4AoCH1kgx5rY8yIAbYsUD62Qve5H9XU331HcBhSEUo=,300408,1259,å·¨æ˜Ÿç³»åˆ—,,,52
+NRNgM8p0ipz/zK7lBjOt7LB2BsLRCpscPf0xf9/doA=,208608,1259,Jibbs,Jovan Campbellã€Derryl Howardã€Maurice Wilsonã€Antwain Elliottã€Lamont McLendon,,52
K9qmX92/e7H0gQN/rnqKaK+1LMU7huniqXzT2+Au+rU=,261874,465,Mika Nakashima (ä¸­å³¶ç¾Žå˜‰),,,17
4SrsQ0mj0ai8QpuQvfHfVMyNwSEIbFYMQUeRkOJJ0wY=,268957,786|947,Joe Bongiorno,Joe Bongiorno,,-1
WZeGIs5K0YM5qAk09IO1OE4wGg/tOl2hqAG8Qa+2S0g=,206657,1011,Various Artists,Kelly Archer| Emily Shackleton| Justin Weaver,,52
mNKV8IzaS6t8n9H0sTatElKWLGghLmxQ7lQeAOJgfmM=,582449,947,Musical Nutrition,çŽ‹å»ºæ°‘,,-1
3qFbtwzleUCjwT09ZAjKd94bB2uEhJjy6rFj635QNx0=,336039,465,AKB48,é«˜æœ¨ã€€æ´‹,ç§‹å…ƒ åº·,17
8fWCdUZHwp4yqLLbnjLtvd/pU8Ll9fuXdGK6BGFpR5Q=,94690,947,è”£å‹³,è”£å‹³,,-1
u65jgvpV7c7zwS0U6XovZjBzOwtKAiD+kIPcFrK6SRU=,465327,2122,Various Artists,Bobby Hutcherson,,52
u6bzmgxI5gN0Mwp+AjpIXq4eWJ5Xtqzh4ZJ90AeKfqE=,181115,139,Shep & The Limelites,Charles Bakersville| Clarence Bassett| James Sheppard,,52
pc87f/t8A4aHcMbUB9VRy6SDQ4tAq4PUR8j6TWVENyo=,420722,242,Axel Paris,,,-1
5B+8QIcdLRHnXNrsYKzvMH2F0S2d9Hfzp6WCW5fotEA=,262478,2122,Harry Connick| Jr.,,,-1
cmQKTNaPUj3V1VMJ09NNAQyxPaPoV0NI6l5ftFs5eTA=,282958,465,é˜¿æœ (A-do),æ´ªå…¸,æ´ªå…¸,3
u99dB2K5bVR/ayS37Zxp0cAZy8hd2K+35bsQYLvanqc=,291224,465,2006 MP3äººæ°£è¶…å¼·ç¸½å† è»,,,3
SKU8ymQWOF1VVAEAdrHSuw7w3B8qtcGWR6AqNc1DA7A=,349042,1152|786,å‘‚æ€æ¸…ç³»åˆ—,é¦¬æ€è°,,-1
xL/WxfTngNE6Z2JkzBmPTphducuc3mm78ocnxN7WK0o=,195419,465,Michael BublÃ©,,,52
uMKqOY12ZfWppmqLIVkWAKXgkRpGcuRcc8U+qOeWTFY=,236239,465,è¨±å¿—å®‰ (Andy Hui),,,24
u8Pw2WH5EKyxkqVQ94wWqg5xRpQTCqfFScpQQixA7oM=,190171,465,æ–¹ç‘žå¨¥+é«˜å‘éµ¬,,,10
IwtgCGGCFIU2O8emMUPUhmPmHl9nKbk5YoXHO9h1T8E=,228948,465,é™³æ›‰æ± (Daniel Chan),Gary Tong,,3
7FF3jhuzdXNd9Vt9jB1rlzOwVd52uZhpwiJhUpm0XFg=,813177,958,Rudolf Serkin| Harold Wright| Myron Bloom| Michael Tree,,,-1
ZiwDOCnG7WSJ19/eP+7r+Y69hOhV2osm5v0yDGGlj7E=,593479,2022,èƒ–è™Ž,BENN,BENN,3
FzO5oEa8exfmkUrmvUL9yxG5WFLOuzxf++ZNkEVjsp4=,213019,786|947,éƒ­æ˜Ÿå¦¤,å²æ“·è© ,,-1
6q68tophPN2FTpFO5vRxJlLHRzp9tnCbmkI7/1L5l0Q=,274848,465,é™³éš¨æ„,è•­è”“è±,å·´å¸ƒ,10
L+RESuncdKtWANX1F6fuVbbMaU4oc/c5mcgvGf3ADxM=,231836,465,é£›å…’æ¨‚åœ˜ (F.I.R.),Real Huang,Lin Shang De,3
fKlj01irKnmEqgsJNGWI9UkfhGy+WlMpsJHvQ3Bv/hk=,296425,786,Yiruma,æŽé–ç‰(Yiruma),,-1
trE16JDB4A3I75D/fyxxbJpMa9pRroL3OV6sRyuEQIc=,261712,465,Sabrina,Jason Mraz| Michael Natter,,52
r27RDIPNzQv8f5HpaQ2JizgRv/FPgXQGIp/kaDezElA=,161889,465,James Morrison,,,52
F71h9Jwb5DN1UwHBzK3knYJg8rtpoUXKPEHxbzpZRbo=,300408,458,é˜¿é¹¿ç±³çˆ¾,é˜¿é¹¿ç±³çˆ¾,é˜¿é¹¿ç±³çˆ¾,3
a35JOoCd7VF+zFEDoenlIeMJuGxChflN8OOf1u+wKrc=,204016,1180,Soca 101,,,52
RfU8ICduLqhWXv2hdkgUPQnoBWvpjjOMHbYpQvZUnKw=,357564,1609,iBenji,,,52
C/Ti0zXTcLo8Krhkf4IMI9KhCrSQg99gYqiK7WrZmd8=,124865,921,Various Artists,,,-1
qUlRkuR4lzMRZcoTZAWdqiQ3ZvXK65gUNf/UjD228iw=,227735,786|958,ãƒ”ã‚¢ãƒŽã§ç¼€ã‚‹ç¾Žã—ã„æ—¥æœ¬ã®åæ›²ãƒ»ãƒ»ãƒ»Cafe Piano Japanese Style,ä¹…çŸ³è­²,,-1
rROMT82SXqm75Bg9z2nasTyLeijLL+auKesP1D8wtKg=,238132,465,Jennifer Lopez,Jennifer Lopez| Makeba Riddick| James Todd Smith| David McPherson| Curtis Richardson| Ron G| William Jeffrey| Lisa Peters,Jennifer Lopez| Makeba Riddick| James Todd Smith| David McPherson| Curtis Richardson| Ron G| William Jeffrey| Lisa Peters,52
3571Ulbzv3h+goeiHzzSk14TYexo0YmTNUa95c9cHAM=,191948,465,æ²ˆå»ºè±ª,çŽ‹å®—å‡±,çŽ‹å®—å‡±,10
H1ojFoZQmqifFfPUOE4TZIIxuImqOt1EXo/YbJlz4Do=,267772,465,Timbaland,Timothy Mosley| J. Harmon| K. Briscoe,,52
RPK4PcrIjiOkQIXzv8ZyGgVTUqUSt3cknURDEIazj9Q=,132656,465,miwa,,,17
ZEtcTZz5JiOI96m/EI6kwUnEzWqihmX1/NTV647rpHA=,235415,465,å¼µå‚‘ (Chase Chang),å¼µå‚‘,æ·±ç™½è‰²,3
TOrjF5TpC/L0KDaG/Iv3YRxEJ7XIt52Bwb5j/j8aCPI=,277617,1068,Various Artists,Almin Said,,-1
HBbSm3Zzl032IeMVuAXEslyh8pjUFkrKq3U7kUkPj/s=,186943,465,Kesha,Kesha Sebert| David Gamson| Mark Nelkin| Jon Ingoldsby,Kesha Sebert| David Gamson| Mark Nelkin| Jon Ingoldsby,52
i7NeISSc/xid7vVQAAJ4c7i1op0XbLekgMGgaWtBgv0=,248685,465,Simply Red,Mick Hucknall,,52
kjQaR0VDyGhquXF3zvilYfT14bTl4HlAa7dJDbx7TrY=,226882,786|947,å¿ƒéˆæ¨‚è³žç³»åˆ—,é»ƒçŽŸç‘›,,-1
wux7pm1+DRA69He8i4r6FYBTEbK2D4PLC/G9Pvj2n5k=,277153,451,è‰èœ¢ (Grasshopper),Jing Ping Tong Mei,,24
M72uxgiLoCPmtthAu1EXdPhpP4m7ot2rirphwqumFpc=,120000,,Duane Eddy,Don Costa,,52
j12cizvZtO1if17njgrNOQS8ihQ+0ELsQG8sDTdN8w8=,205087,958,The Most Beautiful Night Music,Eric Satie,,-1
dySmgRD6J4REfbFaFXYUfMzrua2+2JHdrY8Y8gXL6Tg=,87013,465,Various Artist,Joseph Koo,Cheng Kwok Kong,24
Sd+PIz6mtsu1svARmc6CyuhGhMzgMp8TV3itKHpAg0k=,220960,798,è²»çŽ‰æ¸…,Jian Chang Tan,,3
ZS6gvJZxXPEulUV/9qqovfb7jT+ejtLjBlPIvaf3+8w=,208887,1259,Kings of Pop,,,52
8f+OJ+k+JEseKDNOLZa2+uEPYv1E8af3hCcC1U7ujWs=,248267,465,é™ˆç‘ž,åˆ˜äº¦æ•,,52
DAZcTvW2RBVi8VjVsbOJJ67HPwgATJTQ8gcayCx2hjw=,283983,786,æœ¬é–“åœ­å¾,ãƒ˜ãƒ³ãƒªãƒ¼ãƒ»ã‚¯ãƒ¬ã‚¤ãƒ»ãƒ¯ãƒ¼ã‚¯,,-1
x2OybT4bVKN3ukVLvV3BRjMCxQ5Mmll0HB1CAFvvQT0=,196284,1259,Fetty Wap,,,52
m6vfTKmz5MqfOpCG2/XDKPxez69Pry0s2jZUSsrvc5U=,254615,359,The White Stripes,Jack White Iii,,52
W0W4F9XsUbpz39KT4qqZCwFfK5pHJXJ1eo9LYKptHRM=,299520,359,Xiu Xiu,,,52
vDWAvxE7xSBFcRkr1vg3WppGtukin7zIEpv/4Y6qA78=,196208,444,KEY,MGMZ,MGMZ,31
/HqSwYbsjK7ytIApYpvHW76V+wRfAVef9dY7Xk5q1VA=,92055,958,ì´ì€í•œ,F. Chopin,,-1
NBwU5Q7xO9lL0qCFU4pglIAh68mJMQPTBVos+/kDqFI=,238445,437,Chaki,Chaki,Chaki,17
W5HfJaXJVdaMOGUbMK0N5b+bfhEoijBD4xlEz9n0cDo=,252447,1609,W&W,A. El Sayed Amr Fathalla/F. Wassef Naguib/R. P. Shah/A. Thorpe,,52
WvbtESEJ+6gUxqOz4scXN+Hy8ErnSVJyS30mN9HySBo=,330762,465,è‘‰æ­¡ (AUGUSTINE Yeh),Wang Wen Qing,Wang Wen Qing,3
7UfVastYHSZsmHHuaisryE4CHUjHXvC2kmjpf2c4e0g=,350667,465,å®®è„‡è©©éŸ³,ats-,å®®è„‡è©©éŸ³,17
3dCooWGkMnuge/QPpdNXQcKSoSzocb3OnbNB2SMZzM0=,248894,465,è½Ÿå¤©ç‰›,,,3
kmpo9EOlRZWjLHzbvOO405mgMORttqFt/cAsahWaJIQ=,264463,465,æ¢è© çª (Gigi Leung),,,3
I4yz/KQx+khqmTdB8vR0BpnxNHLcQTSBaHFi7sVUDYo=,809029,1259,Wyclef Jean,,,52
VEZjGeBZy9XPqzrSgIA/cDLXzCuD2GXbI12avaUfY4Q=,385915,1616,Various Artists,Jorge Portables| Juan Maria Diaz,,-1
knhHJB05hP9mJj7UPBQg+WpS8cVh+GrxItaBGyVfFWM=,212834,465,è±¬å“¥äº®,,,10
t0TBFV5LihIEMK0+oxBxb9MzclN7NBI9sr3yARt/07o=,276224,2122,Boney James,,,-1
S6NC7Wz3lzlIa5HGBRiqL28XquMlH76iwT4kCeW6Tic=,224722,139|125|109,R&Bæƒ…æ­Œå¯¶å…¸,,,52
WNO13Iar/aiEz8OHrA0gxFim4WyDidHsrxHstHNoKcQ=,311954,2022,Avenged Sevenfold,,,-1
Nz12ApPa4u8mScX9Z+hBBYoT/OS4VgrH3VIG7KE9G8s=,89443,465,ç›§å»£ä»² (Crowd Lu),ç›§å»£ä»² ,,3
PJ5Ezn0bwJPFULPOZRKPWPwGSR3//IfqYdhvI2RB0oI=,238561,465,Bryan Adams & Hans Zimmer,Bryan Adams| Robert John Lange| Hans Zimmer,,52
Mbx7KJzoAeKZ3AGYg8i1p7PbpQbFThtVoeETkkLWMvE=,292006,2122,Spyro Gyra,Jeff Beal| Joan Beal,,-1
w+oNVMHi3jEb7jQ+s8r4cezP9N36x6HYPFtt8UQRqyQ=,160078,921,Various Artists,,,17
LlcrpN6+EZVkEhHdZpZOHoLScjO/o1u6aO+buVI2Dvk=,169216,465,Princess Disease,Princess Disease,Princess Disease,31
mcimaiisiJ0zSOJZf/3/x8gtVNMkvjtcuI/DuNLOBZE=,215588,1609,Various Artists,Merrill G. - Rubicam S.,,52
oxIh1gw+UbYVj2lH6eNpKzOloJMUbOmilnM39hAWx6s=,195291,2022,Dancensingalong,Dancensingalong,Dancensingalong,31
1UMmtrYpkEQT8rDgPGCRVtVDpkMPwLoaizSnxM8trVo=,113789,726,æ­¡æ¨‚ç«¥è¬ æ´¾å°,,,-1
yk3B2VYlpu4DnXLYiStsklAtoHiSqH6rhzi19igB+dc=,242215,359,Broken Back,Max Martin,Max Martin,52
2HOVBZgVeiJoSkPR6M2TY5w1CT5Z0YLOyJK81L5WY2o=,276375,465,Do As Infinity,,,17
rWzsXbH6t4ff1Tc1ea3/y0k3kLGjQTVGikoZe6L64Tw=,225837,465,é„­ä¼Šå¥ (Ekin Cheng),é™³å…‰æ¦®,é»ƒå‰æ–‡,24
iMI1gP8LqWMZe6Kwyr6kGPen7Gx4oO6VMVQKnvk7jTU=,230713,1152|947,The O'Neill Brothers,,,-1
mKcxwjh/bAbZsh4/QsYo4BX0iV14HNuMz0WzFs7bNeM=,210930,1609,Emma Hewitt,E. Hewitt/A. Hewitt,,52
fYJTHNBIeVsifWv/Vsj+fEWqb0Mu/f/L1PEZ15u7IOk=,243367,465,Beverley Craven,Beverley Craven,Beverley Craven,-1
2chtsDq3J0ofqacybYsTHRfSzcgHG7iPlwM7cZ3yqjo=,194536,2086|374,VIP Fashion Lounge,,,-1
rBA7F36pwYoU1e+1mhipO8qoJ/fpb5gcgSJos/K8bjE=,272927,465,æœ¬å…®,æœ¬å…®,æœ¬å…®,3
8URRSTw4zJ8ButTmcvFJA+2sXklj+3dNaAZbx0MBBj4=,198191,958,Essential Relaxing Classics,Camille Saint-Saens,,-1
+VvTNwbHZaak1lqqQGPsI7EQk6a4epmiWiHMzryHE5Q=,177586,465|139,Four Tops,Ivy Joe Hunter| Jack Alan Goga| Pamela Sawyer| Vernon Bullock,,52
P93QZ79E5Zbw8L3OYceCsoFOU1hM5yC8wEKM743J87Y=,241842,465|921,Various Artists,é»ƒéŸ»çŽ²,ç“Šç‘¤/é»ƒç´ åª›,3
/3ofzVmuZWyO6LV8BC9gP2LKdJj7qErs2MW/Uos9jsY=,64444,1259,Viktor Ax,Viktor Axberg,Emma Hedermo,52
AwqegNA0uKBM1OAWnpQvoWBb5XC3GU1l2MCP2hoVeso=,244506,465,Indian Fantasia,,,52
K8jbEPxvbX/Y2w0JkMzhJ0Emh9KynNHlX0/0j6OI5xk=,145536,958,Yo-Yo Ma,Johann Sebastian Bach,,-1
WEO29ngkpd6ipI+ZOKBuX2rUfqpwK8nLogWJ94Gfwbo=,272806,465,Kelly Clarkson,Tim James|Antonina Armato|Joacim Persson|Ry Cuming|David Jost,Tim James|Antonina Armato|Joacim Persson|Ry Cuming|David Jost,52
Rfd0zjuKaemIZlpYJ0CovYH6r6nHd86ICbzFe+6wgng=,287033,444,MAG,MAG,MAG,31
YdiNVcuEY3xn4mfgDfjCNIUUQo3igWoxzNqLi87pdBk=,199262,786,Tokyo Philharmonic Orchestra (æ±äº¬ãƒ•ã‚£ãƒ«ãƒãƒ¼ãƒ¢ãƒ‹ãƒ¼äº¤éŸ¿æ¥½å›£),,,-1
nhkygggYiU5xZ9t/UhQFK8uVTANiPGG28YKrlmrWFC0=,579814,786,ä¸Šæµ·äº¤éŸ¿æ¨‚åœ˜,,,-1
J2uGh7SX5yjrygf54zineOSAMVVkmDVIZLwyf1CPFGc=,252215,2022,Ozzy Osbourne,,,52
Htu5omupELvVCGVy9EJjZDmNU3zf5H93/Y+KYu1PFgc=,221100,465,Season Five,,,45
79fYy9LbvlLYhmgxdjNE3DHWwbc+fMeCZSWHRuiTBsw=,152602,2122,Louis Armstrong | Miles Davis,,,-1
Gul8mn0lZd6Tnb18REAp8K77TvwHipSTWTz1187qePk=,223190,1259,Twerk Team,DJ Battle,,52
anCyh36mgouzvmdp4NyhgdYSDMJK8lI4aikYG8l+0PE=,212148,423,Pitbull,Armando C. Perez| JosÃ© C. GarcÃ­a aka IAMCHINO| Jorge GÃ³mez| Bigram Zayas| Miguel DurÃ¡n Jr.| Michael Calderon,Armando C. Perez| JosÃ© C. GarcÃ­a aka IAMCHINO| Jorge GÃ³mez| Bigram Zayas| Miguel DurÃ¡n Jr.| Michael Calderon,52
XxUrEOMa7f0MH3qKXkcUSGBFKtJCcITw/3REQwNAFDA=,269270,465,çŽ‹ç‘žéœž,å¾å˜‰è‰¯,æŽå²©ä¿®,10
3Tz8IrBZlyvpOmk5q6sOklsbNq57+GiXQWpECHrW2tA=,240117,465,Bridgit Mendler,,,52
+9hZwwqqTeYaMeh0KFXh9tDWEcQoIulY2/DUHP70HxA=,230086,465,å¼µæ•¬è»’ (Hins Cheung),Hins Cheung & YANG,é™³è© è¬™ \ Rap & Rap Lyrics by Jay Fung,24
kdYnVQvoDaMYf6Q81fG+A1rnaxr6xf3v2+PYm2/OeTI=,700342,958,Chopin Masterworks,FrÃ©dÃ©ric Chopin,,-1
+/U06xjQ0Nh+DmMIWnh7cy5Nlc5uPuzWlwd0iaBXzH8=,219683,465,å‘¨åœ‹è³¢ (Endy Chow),å‘¨åœ‹è³¢,æ¢æ ¢å … ,24
kMbKRDuwRryc7kMR0QCPsb6zuANKWuu28LFrkEXH0Yo=,297795,465,åŠ‰åŠ›æš (Jeno liu),,,3
uNm/ZTFx+HLWBGWN6A+Abk7gF57HRzGAwMyHastwEnc=,290342,921,Various Artists,,,52
3H4eJiM8gKc52xnO+i884YhzOPdFtFy+rqqS66S5YCc=,23405,726,Dream A Little Dream,,,-1
WC3C7VmdIP19KtRRqHevmbhDBnvHVdOk06QDLwVNjck=,192574,,Disney Kids Band,,,52
V/rJR+GOoxnrmBdENQdQJOHITlXrgQZe0q5GoQMyqJk=,358714,940,Academia de MÃºsica del SueÃ±o,Neuromancer,,-1
+lZbZqA44/hy0gt7qI+zKfVKMg1bkkzjTVSJdYMyOcA=,241580,465,é„­æ™ºåŒ–,,,10
EEjWYV48kWPDV1+8L96WQwqekRdthzwW2RdXCp2QaaI=,66247,921,ã‚¸ãƒ–ãƒªã‚µã‚¦ãƒ³ãƒ‰ãƒˆãƒ©ãƒƒã‚¯,ä¹…çŸ³è­² (Joe Hisaishi),,17
xXgt+6BRjKpHNJuAGr8+U7lcSfZ+o6UCB2/9BUbvAqk=,1143928,,é…·è½æœ‰è²æ›¸,,,-1
13QNoStqc9S4sBpVtIRgohaTS/54gfwDLKcC0fVPcZY=,261642,465,Boyce Avenue,,,52
7ZZcklPwme8skDxDHyezx/NlU6EHlf9H72iFMngdL3k=,117524,2022,The Lively Ones,,,52
mjs0+6vyIGNMNQkt01iQNifVf2hVhZAJWIbb2RdH7HU=,205636,1259,Basta,,,52
gw5h4vIlazB2bn3DAL82FcD+DwSg8EJQy+LBmm5ucEk=,205264,465|1259,Timbaland,Justin Timberlake| Tim Mosley| C. Longmile,,52
2NFWhR+sYY7G/OtWIS35vHCGmFyU9i8vnKCv5NlciZw=,422557,359,The xx,Jamie Smith| Oliver Sim| Romy Madley Croft,,52
